order_number,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,state,state_name,us_region,lat,lon,budget
SO - 0008261,2017-01-05,Talane Group,Wholesale,Product 15,5,227.8,1139.0,148.07000000000002,CO,Colorado,West,39.37221,-104.85609,3299478.315
SO - 0002063,2017-01-05,SUPERVALU Ltd,Distributor,Product 2,7,1125.6000000000001,7879.200000000001,855.4560000000001,MO,Missouri,Midwest,38.81061,-90.69985,3050087.565
SO - 0003523,2017-01-05,Realcube Company,Export,Product 2,5,871.0,4355.0,531.31,CA,California,West,34.05557,-117.18254,3050087.565
SO - 0009505,2017-01-05,Zoomzone Corp,Wholesale,Product 7,8,2385.2000000000003,19081.600000000002,1025.6360000000002,AL,Alabama,South,30.69436,-88.04305,889737.555
SO - 0001757,2017-01-05,Twitterbri Ltd,Export,Product 17,9,1098.8,9889.199999999999,747.184,CA,California,West,32.83838,-116.97392,2119616.824
SO - 0004837,2017-01-05,Ascend Ltd,Wholesale,Product 5,5,1072.0,5360.0,568.1600000000001,NC,North Carolina,South,36.07264,-79.79198,3925424.5420000004
SO - 0007857,2017-01-05,Zoonoodle Ltd,Export,Product 2,7,2257.9,15805.300000000001,1106.371,MI,Michigan,Midwest,42.63892,-83.29105,3050087.565
SO - 0010065,2017-01-05,Pfizer Corp,Wholesale,Product 14,10,1078.7,10787.0,474.62800000000004,IL,Illinois,Midwest,40.53839,-88.98528,4028698.4090000005
SO - 0009211,2017-01-05,Buzzshare Company,Distributor,Product 25,11,5038.400000000001,55422.40000000001,3778.8,TX,Texas,South,29.69106,-95.2091,5342315.484
SO - 0003315,2017-01-05,Rhynoodle Ltd,Distributor,Product 19,7,2740.3,19182.100000000002,1561.971,NY,New York,Northeast,43.01164,-78.75715,1645841.6
SO - 0008683,2017-01-05,Accudial Company,Export,Product 30,5,167.5,837.5,85.425,WI,Wisconsin,Midwest,44.81966,-91.49488,1011609.684
SO - 0009449,2017-01-05,Skidoo Company,Export,Product 30,5,3973.1,19865.5,2066.012,NY,New York,Northeast,40.64092,-73.31669,1011609.684
SO - 0010471,2017-01-05,Organon Corp,Export,Product 20,5,1882.7,9413.5,1016.6580000000001,TX,Texas,South,29.69106,-95.2091,2067108.1199999999
SO - 0010375,2017-01-05,Jayo Company,Distributor,Product 25,6,2010.0,12060.0,964.8,FL,Florida,South,25.77427,-80.19366,5342315.484
SO - 0009020,2017-01-05,Avavee Group,Wholesale,Product 1,5,221.1,1105.5,145.92600000000002,NY,New York,Northeast,43.2134,-77.57972,3016489.209
SO - 0009070,2017-01-05,Liberty Group,Wholesale,Product 26,12,1051.9,12622.800000000001,599.583,CA,California,West,38.58907,-121.30273,5685138.2700000005
SO - 000643,2017-01-05,Flipbug Ltd,Distributor,Product 5,7,1005.0,7035.0,462.3,NJ,New Jersey,Northeast,40.94585,-74.24508,3925424.5420000004
SO - 0001536,2017-01-05,Eayo Company,Wholesale,Product 18,8,6472.2,51777.6,2977.212,TX,Texas,South,33.57786,-101.85517,2309499.045
SO - 0002360,2017-01-05,Mylan Corp,Wholesale,Product 25,7,1118.9,7832.300000000001,906.3090000000001,CO,Colorado,West,40.42331,-104.70913,5342315.484
SO - 0002452,2017-01-05,Natures Group,Wholesale,Product 13,5,1132.3,5661.5,871.871,CT,Connecticut,Northeast,41.310810000000004,-72.92495,3720639.645
SO - 0003254,2017-01-05,Aldi Ltd,Wholesale,Product 13,7,777.2,5440.400000000001,528.4960000000001,WI,Wisconsin,Midwest,44.27795,-88.38826,3720639.645
SO - 0004421,2017-01-05,Avavee Group,Distributor,Product 25,7,227.8,1594.6000000000001,113.9,MI,Michigan,Midwest,42.32115,-85.17971,5342315.484
SO - 000355,2017-01-05,Snaptags Ltd,Distributor,Product 18,11,1092.1000000000001,12013.100000000002,622.4970000000001,UT,Utah,West,40.60967,-111.9391,2309499.045
SO - 0004277,2017-01-05,Oba Company,Wholesale,Product 14,11,6405.2,70457.2,2882.34,CA,California,West,34.13612,-117.86534,4028698.4090000005
SO - 0004887,2017-01-05,Alembic Ltd,Distributor,Product 13,6,2539.3,15235.800000000001,1015.7200000000001,TX,Texas,South,26.19063,-97.6961,3720639.645
SO - 0005347,2017-01-05,Wordpedia Ltd,Wholesale,Product 20,8,3852.5,30820.0,3236.1,TX,Texas,South,32.91592,-96.54867,2067108.1199999999
SO - 0010537,2017-01-05,Colgate-Pa Group,Distributor,Product 15,7,991.6,6941.2,485.884,CA,California,West,39.72849,-121.83748,3299478.315
SO - 0010456,2017-01-05,Snaptags Ltd,Wholesale,Product 1,5,4020.0,20100.0,3095.4,MS,Mississippi,South,32.31583,-90.21282,3016489.209
SO - 000577,2017-01-06,Skyvu Group,Export,Product 17,5,1011.7,5058.5,667.7220000000001,NY,New York,Northeast,43.15478,-77.61556,2119616.824
SO - 0003740,2017-01-06,Jayo Company,Export,Product 16,8,3859.2000000000003,30873.600000000002,2006.784,VA,Virginia,South,37.41375,-79.14225,2062061.144
SO - 0005137,2017-01-06,Rochester Group,Wholesale,Product 14,5,1058.6000000000001,5293.000000000001,698.6760000000002,CO,Colorado,West,39.57916,-104.87692,4028698.4090000005
SO - 0006007,2017-01-06,Linkbuzz Ltd,Wholesale,Product 17,9,1118.9,10070.1,704.907,MA,Massachusetts,Northeast,42.10148,-72.58981,2119616.824
SO - 0007827,2017-01-06,Nexus Group,Wholesale,Product 21,10,167.5,1675.0,107.2,WI,Wisconsin,Midwest,43.01668,-88.00703,959899.2180000001
SO - 0007952,2017-01-06,Brainspher Ltd,Distributor,Product 25,6,180.9,1085.4,92.259,MI,Michigan,Midwest,42.48531,-83.37716,5342315.484
SO - 0009873,2017-01-06,Pacific Ltd,Wholesale,Product 12,7,2646.5,18525.5,1482.0400000000002,MA,Massachusetts,Northeast,42.25288,-71.00227,1356976.996
SO - 0008943,2017-01-06,Nexus Group,Distributor,Product 15,9,227.8,2050.2000000000003,184.51800000000003,CA,California,West,33.03699,-117.29198,3299478.315
SO - 0010655,2017-01-06,Aimbo Corp,Distributor,Product 3,7,2351.7000000000003,16461.9,1787.2920000000001,CA,California,West,37.48522,-122.23635,2642352.432
SO - 0009407,2017-01-06,Topiczoom Corp,Distributor,Product 16,9,3356.7000000000003,30210.300000000003,1779.0510000000002,CA,California,West,38.58907,-121.30273,2062061.144
SO - 000781,2017-01-06,Podcat Corp,Wholesale,Product 14,11,1145.7,12602.7,744.705,TX,Texas,South,32.90983,-96.63033,4028698.4090000005
SO - 0001723,2017-01-06,Fivechat Company,Wholesale,Product 1,11,6398.5,70383.5,3647.1449999999995,CT,Connecticut,Northeast,41.77524,-72.52443,3016489.209
SO - 0005687,2017-01-06,Blogtags Ltd,Wholesale,Product 17,7,2398.6,16790.2,1439.1599999999999,IL,Illinois,Midwest,41.85857,-88.08948,2119616.824
SO - 0006399,2017-01-06,Geiss Company,Wholesale,Product 30,6,1333.3,7999.799999999999,1026.641,CO,Colorado,West,40.58526,-105.08442,1011609.684
SO - 0009076,2017-01-06,Blogspan Ltd,Distributor,Product 17,12,5822.3,69867.6,4599.617,FL,Florida,South,29.21081,-81.02283,2119616.824
SO - 0009925,2017-01-06,Flipbug Ltd,Distributor,Product 25,9,5380.1,48420.9,3604.6670000000004,IL,Illinois,Midwest,40.4842,-88.99369,5342315.484
SO - 000678,2017-01-06,Realbuzz Ltd,Wholesale,Product 2,11,5567.7,61244.7,4565.513999999999,CA,California,West,37.72493,-122.15608,3050087.565
SO - 0001563,2017-01-06,Twimbo Company,Export,Product 18,8,2291.4,18331.2,1810.2060000000001,NM,New Mexico,West,35.08449,-106.65114,2309499.045
SO - 0002896,2017-01-06,Neutrogena Ltd,Wholesale,Product 13,11,2264.6,24910.6,1743.742,TX,Texas,South,32.79333,-96.76651,3720639.645
SO - 0001098,2017-01-06,Golden Corp,Wholesale,Product 30,11,1675.0,18425.0,1155.75,NY,New York,Northeast,42.12662,-76.03324,1011609.684
SO - 0005409,2017-01-06,Gabvine Ltd,Export,Product 14,6,1018.4,6110.4,723.064,TX,Texas,South,32.97229,-96.70807,4028698.4090000005
SO - 0005791,2017-01-06,Zoonder Group,Distributor,Product 28,5,3162.4,15812.0,1865.816,CA,California,West,32.71533,-117.15726,1003867.767
SO - 0006160,2017-01-06,Neutrogena Ltd,Export,Product 13,9,1092.1000000000001,9828.900000000001,688.0230000000001,NY,New York,Northeast,43.15478,-77.61556,3720639.645
SO - 0006230,2017-01-06,CLINIQUE Ltd,Wholesale,Product 25,11,2425.4,26679.4,1770.542,MD,Maryland,South,39.24038,-76.83942,5342315.484
SO - 0006930,2017-01-06,Podcat Corp,Distributor,Product 25,7,2592.9,18150.3,1089.018,IL,Illinois,Midwest,42.08836,-87.98063,5342315.484
SO - 0009458,2017-01-06,Zava Group,Export,Product 14,8,1809.0,14472.0,741.6899999999999,IL,Illinois,Midwest,41.84454,-87.75929,4028698.4090000005
SO - 000194,2017-01-06,Z.H.T. Group,Wholesale,Product 16,5,5031.7,25158.5,4025.36,IA,Iowa,Midwest,41.57259,-93.61024,2062061.144
SO - 000777,2017-01-06,Shuffledri Group,Wholesale,Product 26,10,984.9,9849.0,689.43,CA,California,West,33.77391,-117.94145,5685138.2700000005
SO - 0002473,2017-01-06,Pfizer Corp,Distributor,Product 2,8,2398.6,19188.8,1918.88,AL,Alabama,South,34.57332,-86.99214,3050087.565
SO - 0003643,2017-01-06,Valeant Corp,Wholesale,Product 26,5,1051.9,5259.5,725.811,CT,Connecticut,Northeast,41.05343,-73.53873,5685138.2700000005
SO - 0005432,2017-01-06,Rochester Group,Distributor,Product 20,6,5380.1,32280.600000000002,2205.841,UT,Utah,West,40.56217,-111.92966,2067108.1199999999
SO - 0008970,2017-01-06,Jayo Company,Wholesale,Product 1,12,670.0,8040.0,569.5,CA,California,West,38.58046,-121.53023,3016489.209
SO - 000296,2017-01-06,Jabbercube Corp,Wholesale,Product 26,11,1072.0,11792.0,900.48,IL,Illinois,Midwest,41.59859,-87.85041,5685138.2700000005
SO - 0001226,2017-01-06,Quimm Company,Wholesale,Product 18,7,2505.8,17540.600000000002,2079.814,NY,New York,Northeast,41.14077,-74.10498,2309499.045
SO - 0003570,2017-01-06,Nlounge Ltd,Wholesale,Product 25,5,1072.0,5360.0,686.08,CT,Connecticut,Northeast,41.77524,-72.52443,5342315.484
SO - 0005166,2017-01-06,Rooxo Company,Wholesale,Product 6,7,1909.5,13366.5,954.75,CA,California,West,33.88835,-118.30896,1672229.416
SO - 0006422,2017-01-06,Nexus Group,Distributor,Product 13,10,2646.5,26465.0,1879.0149999999999,MD,Maryland,South,39.24038,-76.83942,3720639.645
SO - 0009392,2017-01-06,Amerisourc Corp,Distributor,Product 18,11,3946.3,43409.3,1657.446,GA,Georgia,South,33.88399,-84.51438,2309499.045
SO - 0008912,2017-01-06,Bluezoom Group,Distributor,Product 14,8,3986.5,31892.0,1913.52,NV,Nevada,West,36.09719,-115.14666,4028698.4090000005
SO - 0002849,2017-01-07,WOONSOCKET Corp,Wholesale,Product 20,5,2646.5,13232.5,1085.0649999999998,CA,California,West,37.00578,-121.56828,2067108.1199999999
SO - 0005826,2017-01-07,Neutrogena Ltd,Wholesale,Product 28,10,1112.2,11122.0,745.1740000000001,MD,Maryland,South,39.24038,-76.83942,1003867.767
SO - 0010652,2017-01-07,US Ltd,Wholesale,Product 28,11,254.6,2800.6,157.852,MI,Michigan,Midwest,42.86947,-85.64475,1003867.767
SO - 0010098,2017-01-07,Kaymbo Company,Distributor,Product 26,9,1118.9,10070.1,604.2060000000001,MI,Michigan,Midwest,42.65837,-83.14993,5685138.2700000005
SO - 0009603,2017-01-07,Army Group,Distributor,Product 23,5,2237.8,11189.0,939.8760000000001,AZ,Arizona,West,33.63059,-112.33322,1135815.7580000001
SO - 0001440,2017-01-07,NCS Group,Wholesale,Product 20,12,1882.7,22592.4,960.177,FL,Florida,South,27.8428,-82.69954,2067108.1199999999
SO - 0004246,2017-01-07,Meejo Corp,Distributor,Product 25,6,1943.0,11658.0,1029.79,TN,Tennessee,South,35.04563,-85.30968,5342315.484
SO - 0005295,2017-01-07,Skippad Ltd,Export,Product 27,6,3477.3,20863.800000000003,2677.521,IN,Indiana,Midwest,40.04559,-86.0086,964940.2310000001
SO - 0009098,2017-01-07,Skyvu Group,Wholesale,Product 26,8,5688.3,45506.4,2673.5009999999997,MI,Michigan,Midwest,42.48059,-83.47549,5685138.2700000005
SO - 000175,2017-01-07,Wordware Company,Wholesale,Product 6,11,2224.4,24468.4,1579.324,CA,California,West,33.96816,-118.24467,1672229.416
SO - 000237,2017-01-07,Aimbo Corp,Wholesale,Product 13,10,1721.9,17219.0,1084.797,IN,Indiana,Midwest,40.19153,-85.38601,3720639.645
SO - 000781,2017-01-07,Podcat Corp,Wholesale,Product 14,11,1145.7,12602.7,744.705,CA,California,West,36.97412,-122.0308,4028698.4090000005
SO - 000821,2017-01-07,Gigabox Group,Distributor,Product 1,9,247.9,2231.1,151.219,CA,California,West,37.70583,-122.46194,3016489.209
SO - 0001679,2017-01-07,SUPERVALU Ltd,Export,Product 19,11,1829.1000000000001,20120.100000000002,859.677,FL,Florida,South,26.24453,-80.20644,1645841.6
SO - 0001852,2017-01-07,Accudial Company,Distributor,Product 4,6,1902.8,11416.8,1255.848,CA,California,West,33.931960000000004,-117.94617,2885560.824
SO - 0002855,2017-01-07,Deseret Group,Export,Product 26,11,5165.7,56822.7,2996.1059999999998,MD,Maryland,South,38.99067,-77.02609,5685138.2700000005
SO - 0004033,2017-01-07,NARS Group,Wholesale,Product 11,9,1105.5,9949.5,652.245,CT,Connecticut,Northeast,41.05343,-73.53873,1230458.484
SO - 0004520,2017-01-07,Oba Company,Distributor,Product 1,7,3892.7000000000003,27248.9,3230.9410000000003,TX,Texas,South,30.67436,-96.36996,3016489.209
SO - 0007118,2017-01-07,General Company,Wholesale,Product 28,7,1159.1000000000001,8113.700000000001,660.687,CT,Connecticut,Northeast,41.68158,-72.94075,1003867.767
SO - 0009698,2017-01-07,Snaptags Ltd,Wholesale,Product 20,7,2626.4,18384.8,1339.4640000000002,AL,Alabama,South,34.69901,-86.67298,2067108.1199999999
SO - 0010603,2017-01-07,Mita Corp,Export,Product 2,11,2425.4,26679.4,1600.7640000000001,NY,New York,Northeast,43.20981,-77.57206,3050087.565
SO - 0008636,2017-01-07,Blogtags Ltd,Wholesale,Product 1,5,911.2,4556.0,455.6,ID,Idaho,West,43.61211,-116.39151,3016489.209
SO - 0008427,2017-01-07,Liberty Group,Wholesale,Product 3,10,1125.6000000000001,11256.000000000002,540.288,CA,California,West,32.64,-117.08417,2642352.432
SO - 0010587,2017-01-07,Mydeo Ltd,Export,Product 13,12,730.3000000000001,8763.6,452.78600000000006,NY,New York,Northeast,40.78121,-73.24623,3720639.645
SO - 0008371,2017-01-07,Brightdog Corp,Wholesale,Product 3,7,261.3,1829.1000000000001,107.133,FL,Florida,South,28.5641,-81.2114,2642352.432
SO - 000382,2017-01-07,Mydo Corp,Distributor,Product 15,6,3959.7000000000003,23758.2,2573.8050000000003,TX,Texas,South,31.11712,-97.7278,3299478.315
SO - 0002398,2017-01-07,Zooveo Company,Wholesale,Product 30,12,1996.6000000000001,23959.2,1637.212,IN,Indiana,Midwest,39.87571,-86.26625,1011609.684
SO - 0003694,2017-01-07,Arbor Company,Export,Product 25,8,1098.8,8790.4,791.136,NY,New York,Northeast,40.62472,-73.95222,5342315.484
SO - 0004628,2017-01-07,Kazu Corp,Wholesale,Product 4,10,1192.6000000000001,11926.000000000002,918.3020000000001,IN,Indiana,Midwest,41.68338,-86.25001,2885560.824
SO - 000771,2017-01-07,Ascend Ltd,Distributor,Product 12,5,978.2,4891.0,489.1,NY,New York,Northeast,40.78121,-73.24623,1356976.996
SO - 0002527,2017-01-07,Ascend Ltd,Wholesale,Product 5,5,1145.7,5728.5,905.1030000000001,MN,Minnesota,Midwest,44.85469,-93.47079,3925424.5420000004
SO - 0004892,2017-01-07,Liberty Group,Export,Product 9,12,3932.9,47194.8,1691.147,NJ,New Jersey,Northeast,40.07706,-74.20037,710415.405
SO - 0004896,2017-01-07,MEIJER Corp,Export,Product 9,12,844.2,10130.400000000001,438.98400000000004,VA,Virginia,South,36.97876,-76.428,710415.405
SO - 0008019,2017-01-07,Gabvine Ltd,Wholesale,Product 5,12,6097.0,73164.0,3353.3500000000004,NJ,New Jersey,Northeast,40.72816,-74.07764,3925424.5420000004
SO - 0009962,2017-01-07,Kaymbo Company,Wholesale,Product 1,6,3819.0,22914.0,2253.21,CA,California,West,33.60002,-117.672,3016489.209
SO - 0008192,2017-01-07,Walgreen Corp,Wholesale,Product 5,8,1031.8,8254.4,825.44,DE,Delaware,South,39.74595,-75.54659,3925424.5420000004
SO - 0002899,2017-01-07,Valeant Corp,Wholesale,Product 6,11,4020.0,44220.0,2814.0,CA,California,West,36.67774,-121.6555,1672229.416
SO - 0004572,2017-01-07,Avamba Company,Wholesale,Product 26,8,2385.2000000000003,19081.600000000002,1526.5280000000002,IL,Illinois,Midwest,42.19807,-88.27594,5685138.2700000005
SO - 0005901,2017-01-07,Ascend Ltd,Wholesale,Product 14,7,3021.7000000000003,21151.9,1843.237,CO,Colorado,West,39.70471,-105.08137,4028698.4090000005
SO - 0006476,2017-01-07,Terumo Corp,Export,Product 18,11,2834.1,31175.1,1303.686,MO,Missouri,Midwest,38.62727,-90.19789,2309499.045
SO - 0010503,2017-01-07,Safecor Corp,Wholesale,Product 16,8,5272.900000000001,42183.200000000004,2372.8050000000003,CT,Connecticut,Northeast,41.68158,-72.94075,2062061.144
SO - 0010673,2017-01-07,Bluezoom Group,Distributor,Product 2,11,1112.2,12234.2,500.49,TX,Texas,South,32.76288,-96.58877,3050087.565
SO - 0001539,2017-01-08,Thoughtmix Ltd,Distributor,Product 2,8,6097.0,48776.0,3048.5,NY,New York,Northeast,41.02928,-73.84285,3050087.565
SO - 0004606,2017-01-08,Devpoint Group,Export,Product 21,9,6304.7,56742.299999999996,4161.102,CA,California,West,33.88863,-117.81311,959899.2180000001
SO - 0004879,2017-01-08,Terumo Corp,Wholesale,Product 15,10,2257.9,22579.0,1151.529,IL,Illinois,Midwest,39.80172,-89.64371,3299478.315
SO - 0005571,2017-01-08,Chatterbri Ltd,Wholesale,Product 26,9,1112.2,10009.800000000001,556.1,NJ,New Jersey,Northeast,39.79219,-75.03606,5685138.2700000005
SO - 0008887,2017-01-08,Zoomdog Corp,Wholesale,Product 25,5,5735.2,28676.0,3670.528,GA,Georgia,South,33.36149,-82.075,5342315.484
SO - 0009622,2017-01-08,Rochester Group,Export,Product 24,7,2304.8,16133.600000000002,1682.5040000000001,NJ,New Jersey,Northeast,40.21705,-74.74294,756557.97
SO - 000779,2017-01-08,Yodoo Ltd,Export,Product 5,8,1748.7,13989.6,944.2980000000001,CT,Connecticut,Northeast,41.66121,-72.77954,3925424.5420000004
SO - 000889,2017-01-08,Browsetype Corp,Wholesale,Product 25,10,3865.9,38659.0,1739.655,NJ,New Jersey,Northeast,39.95373,-74.19792,5342315.484
SO - 0001475,2017-01-08,US Ltd,Wholesale,Product 6,8,1306.5,10452.0,940.68,CT,Connecticut,Northeast,41.22509,-73.06111,1672229.416
SO - 0002994,2017-01-08,H Ltd,Distributor,Product 27,9,1132.3,10190.699999999999,735.995,GA,Georgia,South,33.92427,-84.37854,964940.2310000001
SO - 0003601,2017-01-08,Pfizer Corp,Distributor,Product 14,7,1038.5,7269.5,872.3399999999999,IN,Indiana,Midwest,39.16533,-86.52639,4028698.4090000005
SO - 0005106,2017-01-08,Eidel Corp,Export,Product 26,10,2680.0,26800.0,1795.6000000000001,OR,Oregon,West,45.52289,-122.98983,5685138.2700000005
SO - 0006169,2017-01-08,Avavee Group,Wholesale,Product 16,12,837.5,10050.0,628.125,VA,Virginia,South,37.55376,-77.46026,2062061.144
SO - 0006913,2017-01-08,Buzzshare Company,Distributor,Product 28,11,1869.3,20562.3,1271.124,IN,Indiana,Midwest,40.42871,-86.85277,1003867.767
SO - 0007137,2017-01-08,Twimbo Company,Wholesale,Product 15,7,1782.2,12475.4,1497.048,NY,New York,Northeast,42.88645,-78.87837,3299478.315
SO - 0009401,2017-01-08,Shuffledri Group,Wholesale,Product 8,6,3705.1,22230.6,2260.111,IL,Illinois,Midwest,40.4842,-88.99369,1085037.3290000001
SO - 0010259,2017-01-08,Rochester Group,Export,Product 28,6,6224.3,37345.8,3921.309,FL,Florida,South,27.33643,-82.53065,1003867.767
SO - 000191,2017-01-08,Blogtags Ltd,Distributor,Product 14,10,3430.4,34304.0,1989.6319999999998,CA,California,West,37.49466,-120.84659,4028698.4090000005
SO - 0001259,2017-01-08,Unit Ltd,Distributor,Product 19,8,3825.7000000000003,30605.600000000002,2601.4760000000006,CA,California,West,38.67852,-121.7733,1645841.6
SO - 0002319,2017-01-08,Zoovu Corp,Wholesale,Product 30,6,850.9,5105.4,646.684,CT,Connecticut,Northeast,41.18454,-73.13317,1011609.684
SO - 0002862,2017-01-08,Neutrogena Ltd,Distributor,Product 3,11,1058.6000000000001,11644.600000000002,645.7460000000001,AZ,Arizona,West,32.32341,-110.9951,2642352.432
SO - 0003410,2017-01-08,Chatterpoi Corp,Export,Product 14,11,2358.4,25942.4,1532.96,IN,Indiana,Midwest,40.04559,-86.0086,4028698.4090000005
SO - 0004552,2017-01-08,Zoomdog Corp,Wholesale,Product 14,6,1742.0,10452.0,923.26,MA,Massachusetts,Northeast,42.40843,-71.01199,4028698.4090000005
SO - 0008000,2017-01-08,Zava Group,Distributor,Product 1,11,2546.0,28006.0,1731.2800000000002,OR,Oregon,West,45.43123,-122.77149,3016489.209
SO - 0008876,2017-01-08,Ascend Ltd,Wholesale,Product 25,6,1996.6000000000001,11979.6,1217.9260000000002,TX,Texas,South,33.05077,-96.74794,5342315.484
SO - 0009809,2017-01-08,Flipstorm Group,Distributor,Product 25,5,1098.8,5494.0,505.448,IL,Illinois,Midwest,41.59381,-88.19968,5342315.484
SO - 0001169,2017-01-08,Chatterpoi Corp,Export,Product 26,10,2546.0,25460.0,1782.1999999999998,CA,California,West,33.11921,-117.08642,5685138.2700000005
SO - 0001887,2017-01-08,General Company,Distributor,Product 26,9,1775.5,15979.5,1349.38,IL,Illinois,Midwest,42.19807,-88.27594,5685138.2700000005
SO - 0002137,2017-01-08,Tekfly Group,Distributor,Product 12,12,2492.4,29908.800000000003,1395.7440000000001,CA,California,West,34.21639,-119.0376,1356976.996
SO - 0003305,2017-01-08,Bluezoom Group,Wholesale,Product 2,6,2572.8,15436.800000000001,1698.0480000000002,NY,New York,Northeast,40.9126,-73.83708,3050087.565
SO - 0004920,2017-01-08,Golden Corp,Wholesale,Product 18,6,3993.2000000000003,23959.2,3154.628,CT,Connecticut,Northeast,41.67176,-72.94927,2309499.045
SO - 0006069,2017-01-08,Viva Ltd,Distributor,Product 24,10,2211.0,22110.0,906.51,TX,Texas,South,29.8334,-93.96632,756557.97
SO - 0006519,2017-01-08,Pacific Ltd,Wholesale,Product 26,8,1031.8,8254.4,546.854,NJ,New Jersey,Northeast,40.66871,-74.11431,5685138.2700000005
